seed,dataset,model,latent_dim,expected_dim,geo_prob_dim,mse,trustworthiness,continuity,jacobian_dim,jacobian_dim_pr,amplification,mse_increase,noise_probe_sigma,hole_ratio,hole_dist_mean,real_dist_mean,hole_nn_spacing,hole_ratio_saturated,vae_var_mean,vae_collapsed_dims,vae_kl_total,vae_var_by_dim,train_seconds
42,swiss_roll,linear_AE,2,2,2,0.29960209131240845,0.8570143248209398,0.9918549143135711,2.0,1.6133922364758353,0.7975351008394687,0.00010061264038085938,0.012460482891431203,1.5002247202921148,0.4041041567633849,0.2693624170415617,0.05736714273845098,0,,,,,1.6420756420000089
42,swiss_roll,nonlinear_AE,2,2,2,0.04796938598155975,0.9798441519481006,0.9897204409944875,2.0,1.2706360931340108,1.072599785878621,0.000836644321680069,0.012460482891431203,1.4285388536692492,0.3431540197614285,0.2402132912801259,0.05736714273845098,0,,,,,2.9388165719999506
42,swiss_roll,VAE,2,2,2,0.06412114202976227,0.9754310946113174,0.988297821277234,2.0,1.506123889053033,0.7872868454861763,0.00019796937704086304,0.012460482891431203,1.1640281502993453,0.31391100210132267,0.26967646961166386,0.05736714273845098,0,0.031005896627902985,0,3.7154502868652344,0.0164|0.0456,3.4382780509999975
42,swiss_roll,DAE,2,2,2,0.049508724361658096,0.9795721678479019,0.9898620767240409,2.0,1.2952282816934342,1.1248917931357587,0.0009254962205886841,0.012460482891431203,1.4542443730366232,0.35378149471607706,0.24327513399783157,0.05736714273845098,0,,,,,2.7633550229998036
42,linear,linear_AE,3,3,3,2.8864365758662913e-11,0.9995231184610193,0.9994312821089736,3.0,2.6094448059132422,0.26490689070313117,6.742606736172274e-07,0.001455508323634536,96.26914888983221,0.03146208406542428,2.4734759307420973e-05,0.03268137760460377,1,,,,,2.886018735999869
42,linear,nonlinear_AE,3,3,3,7.174303391366266e-07,0.9996043799452506,0.9994130198372521,3.0,2.687748940519817,0.35352582072981753,2.890091082008439e-07,0.001455508323634536,7.2368806637112035,0.03204118195688352,0.004427485189517029,0.03268137760460377,0,,,,,6.8788469769999665
42,linear,VAE,3,3,3,0.008342456072568893,0.9918978887763903,0.9927191660104249,3.0,1.988271160860325,0.01374582476499313,-9.313225746154785e-10,0.001455508323634536,1.0000049625906844,0.04819729568436742,0.048197056502103805,0.03268137760460377,0,0.999400794506073,3,1.862237331806682e-05,1.0016|0.9989|0.9977,8.185714813999994
42,linear,DAE,3,3,3,7.44509122796444e-07,0.9993442081973976,0.9990340870739116,3.0,2.5444146419561804,0.34504503871132164,2.6694789312387e-07,0.001455508323634536,7.0191226017512625,0.031894655270734804,0.004543966116616502,0.03268137760460377,0,,,,,6.910999529000037
43,swiss_roll,linear_AE,2,2,2,0.29955756664276123,0.859088236397045,0.9942153598080024,2.0,1.9408570080053482,0.7490900618917264,0.00010216236114501953,0.012460482891431203,1.1933503272453096,0.38238846608789573,0.32043269889621484,0.05736714273845098,0,,,,,1.6071722520000549
43,swiss_roll,nonlinear_AE,2,2,2,0.06003232300281525,0.972950463119211,0.9849554880563993,2.0,1.1941273767750622,1.0743434666490694,-0.0002728365361690521,0.012460482891431203,1.075155731236031,0.2729739364912347,0.2538924627945905,0.05736714273845098,0,,,,,2.9992090890000327
43,swiss_roll,VAE,2,2,2,0.05152622610330582,0.9819061011737353,0.9953381707728653,2.0,1.6815928807996898,0.7250201718960495,4.5880675315856934e-05,0.012460482891431203,1.1889401715249626,0.30216633246188357,0.2541476347580366,0.05736714273845098,0,0.027036983519792557,0,3.87014102935791,0.0254|0.0286,3.5184645459999047
43,swiss_roll,DAE,2,2,2,0.05749361962080002,0.9758457644279447,0.9871975475306559,2.0,1.2618359049461774,0.932460611373425,-1.477077603340149e-05,0.012460482891431203,1.096163853640411,0.26331851045678006,0.2402182023994744,0.05736714273845098,0,,,,,2.996845482000026
43,linear,linear_AE,3,3,3,1.5868635572235945e-10,0.9997501031237109,0.9998082648966888,3.0,2.794270612868668,0.24374386390702127,5.471043982713253e-07,0.001455508323634536,102.39744384957189,0.0334648952819407,6.304532517788175e-05,0.03268137760460377,1,,,,,3.088583220999908
43,linear,nonlinear_AE,3,3,3,3.514173556595779e-07,0.9996522293471332,0.9995453181835227,3.0,2.703618329203419,0.3225113690661081,2.5677215376163076e-07,0.001455508323634536,11.744378705271595,0.033615239581558855,0.0028622407728107644,0.03268137760460377,0,,,,,7.5628770050000185
43,linear,VAE,3,3,3,0.008342796936631203,0.9884166947913151,0.9930712491093862,3.0,1.6426082840425826,0.012911682127540776,-9.313225746154785e-10,0.001455508323634536,0.9999984402471991,0.03832157863304019,0.03832163840532303,0.03268137760460377,0,0.9989707469940186,3,1.4217599527910352e-05,1.0004|0.9984|0.9981,8.168965969000055
43,linear,DAE,3,3,3,9.090348953577632e-07,0.9996925788427644,0.9995661304233697,3.0,2.7348169911747533,0.3146066271334882,2.4416402766291867e-07,0.001455508323634536,6.942051714973155,0.033496387904742735,0.004825142375775613,0.03268137760460377,0,,,,,7.080987131000029
44,swiss_roll,linear_AE,2,2,2,0.29956480860710144,0.8624885438932013,0.9940125623429708,2.0,1.9289709935422439,0.7046816498113045,0.0001011192798614502,0.012460482891431203,1.2679848740269073,0.3813945859602588,0.3007879618855496,0.05736714273845098,0,,,,,1.7657199689999743
44,swiss_roll,nonlinear_AE,2,2,2,0.05408954992890358,0.9788470769115386,0.9929825252184348,2.0,1.6134764386563742,0.7069776316169025,0.00017905980348587036,0.012460482891431203,1.209186211415755,0.27695451810009564,0.22904207431858503,0.05736714273845098,0,,,,,2.8863146259998302
44,swiss_roll,VAE,2,2,2,0.07810884714126587,0.9754697191285109,0.9941741103236209,2.0,1.5963956904514702,0.7279764949381123,0.00031169503927230835,0.012460482891431203,1.1988647424517727,0.3305110237783921,0.27568666595571995,0.05736714273845098,0,0.023193184286355972,0,3.9058899879455566,0.0245|0.0219,3.8002101220001805
44,swiss_roll,DAE,2,2,2,0.054570138454437256,0.9789787002662467,0.9925955675554056,2.0,1.6259491540968396,0.7365925069696754,0.00017585605382919312,0.012460482891431203,1.2814338642755643,0.28022335227700274,0.2186795277456024,0.05736714273845098,0,,,,,3.1149972729999718
44,linear,linear_AE,3,3,3,7.556897612553438e-15,0.9993392207597405,0.9994164322945963,3.0,2.4727426946122235,0.24670877296709975,5.690570143916404e-07,0.001455508323634536,102.06166862731062,0.0333551593136508,4.3210644161462143e-07,0.03268137760460377,1,,,,,3.06002751799997
44,linear,nonlinear_AE,3,3,3,4.5082609290147957e-07,0.9991238984512694,0.9985801552480594,3.0,2.4756189052394717,0.3856168651987808,2.715549669574102e-07,0.001455508323634536,9.648189509594518,0.033329284575302154,0.003454459983622655,0.03268137760460377,0,,,,,6.919861032999961
